,FMID,start,end,zip
3534,1002332,2013-06-05,2013-10-30,53203
3535,1001661,2016-04-16,2016-11-05,53705
3536,1004922,2016-06-07,2016-10-11,14619
3537,1004515,2016-07-20,2016-09-21,48933
3538,1000862,2013-01-01,2013-12-31,70094
3539,1002347,2014-05-31,2014-09-27,20902
3540,1004347,2016-04-16,2016-11-12,60187
3541,1001287,2013-06-01,2013-10-26,26003
3542,1008208,2014-07-09,2014-10-23,26003
3543,1000608,2013-07-11,2013-09-26,56529
3544,1005067,2014-05-01,2014-10-01,56557
3545,1012699,2016-01-01,2016-12-31,32209
3546,1012684,2016-05-25,2016-08-31,37188
3547,1010135,2014-07-01,2014-09-30,98672
3548,1010884,2015-04-15,2015-10-31,98241
3549,1008361,2013-07-13,2013-10-05,43571
3550,1001691,2014-06-02,2014-10-13,13492
3551,1011145,2016-06-04,2016-10-29,41858
3552,1012774,2016-06-11,2016-10-15,46075
3553,1011756,2016-05-03,2016-10-25,53190
3554,1000037,2014-04-26,2014-11-01,53190
3555,1008697,2013-05-21,2013-10-29,90601
3556,1008915,2013-07-01,2013-12-24,10474
3557,1010868,2015-05-06,2015-10-28,67861
3558,1002083,2014-06-03,2014-10-28,95521
3559,1012765,2016-04-01,2016-09-24,28659
3560,1012736,2016-05-23,2016-10-27,43506
3561,1009847,2014-07-02,2014-11-12,10467
3562,1000686,2014-05-23,2014-10-17,52361
3563,1000084,2013-07-11,2013-11-21,11211
3564,1000896,2016-05-22,2016-10-09,48895
3565,1006940,2014-06-05,2014-09-25,56201
3566,1010422,2014-07-04,2014-09-19,99688
3567,1007347,2016-06-25,2016-10-01,95125
3568,1005694,2014-05-01,2014-06-08,23938
3569,1012695,2016-04-23,2016-11-05,60091
3570,1011693,2016-03-05,2016-06-25,31410
3571,1009776,2014-04-30,2014-09-17,27893
3572,1009775,2014-04-26,2014-09-20,27893
3573,1011147,2015-05-01,2015-10-03,40391
3574,1001690,2016-01-01,2016-04-30,22601
3575,1011274,2016-05-01,2016-09-22,35761
3576,1005678,2016-08-04,2016-10-06,82510
3577,1005676,2016-07-21,2016-10-13,82514
3578,1000590,2014-01-01,2014-12-31,34786
3579,1010813,2016-04-03,2016-12-18,95492
3580,1008420,2014-06-28,2014-09-20,80550
3581,1008919,2013-05-19,2013-12-22,11215
3582,1011965,2016-06-29,2016-09-14,46307
3583,1010142,2014-05-16,2014-07-31,71483
3584,1012676,2016-05-01,2016-10-31,52101
3585,1001536,2015-04-04,2015-10-31,75494
3586,1002891,2014-05-03,2014-10-25,55987
3587,1008204,2013-05-01,2013-10-26,55395
3588,1009772,2014-06-05,2014-09-25,39339
3589,1012792,2016-12-03,2017-02-25,37830
3590,1010962,2014-11-08,2015-04-25,84101
3591,1003176,2013-06-04,2013-08-16,36302
3592,1012450,2016-05-15,2016-10-16,53965
3593,1008231,2015-06-18,2015-09-17,24293
3594,1000981,2013-01-01,2013-12-31,28806
3595,1010307,2014-01-01,2014-12-31,78628
3596,1008551,2013-05-01,2013-10-31,41301
3597,1012503,2016-05-14,2016-10-29,54495
3598,1002872,2014-05-03,2014-09-27,98072
3599,1003041,2015-06-05,2015-09-25,80863
3600,1012723,2016-11-12,2016-12-10,80863
3601,1012358,2016-05-21,2016-10-29,97211
3602,1006171,2014-05-23,2014-10-10,46514
3603,1012324,2016-06-05,2016-10-30,97206
3604,1006276,2014-04-06,2014-10-25,22664
3605,1005884,2016-05-03,2016-10-25,60098
3606,1005885,2016-10-29,2017-04-15,60098
3607,1011337,2015-04-25,2015-11-07,73801
3608,1009982,2016-06-04,2016-10-29,44691
3609,1010127,2014-05-24,2014-10-11,64456
3610,1009979,2014-01-01,2014-12-31,43085
3611,1010064,2014-05-31,2014-10-11,96094
3612,1007309,2015-05-02,2015-11-21,18940
3613,1005860,2014-05-05,2014-09-01,28480
3614,1006411,2014-01-01,2014-12-31,92397
3615,1012347,2016-06-02,2016-10-20,48192
3616,1011534,2015-06-16,2015-09-28,68466
3617,1010819,2016-05-03,2016-10-25,45215
3618,1010269,2014-06-05,2014-10-31,55092
3619,1006634,2013-05-04,2013-10-26,24382
3620,1011246,2016-05-03,2016-10-15,27055
3621,1000442,2013-05-12,2013-10-27,98901
3622,1010444,2015-06-24,2015-09-23,11550
3623,1011877,2016-04-16,2016-12-17,28714
3624,1011187,2016-05-07,2016-10-01,19067
3625,1007259,2016-05-28,2016-10-15,14527
3626,1002988,2013-01-01,2013-12-31,33605
3627,1002366,2016-01-01,2016-12-31,33021
3628,1007002,2014-01-04,2014-03-29,45387
3629,1004529,2016-07-16,2016-10-01,59101
3630,1012709,2016-05-14,2016-09-10,72687
3631,1001347,2015-05-31,2015-10-25,98597
3632,1003734,2015-05-16,2015-09-12,46802
3633,1006760,2013-06-06,2013-09-26,49504
3634,1011855,2016-01-09,2016-03-26,28801
3635,1011301,2015-06-03,2015-08-26,23462
3636,1012611,2016-05-14,2016-10-29,23690
3637,1012372,2016-01-01,2016-12-31,78626
3638,1012236,2016-05-07,2016-10-29,48197
3639,1012234,2016-05-03,2016-10-25,48197
3640,1011920,2016-06-15,2016-10-19,96097
3641,1009912,2014-05-01,2014-11-06,95991
3642,1000778,2016-06-07,2016-10-04,55398
3643,1012380,2016-05-07,2016-10-15,84767
3644,1011418,2015-06-01,2015-09-30,64153
0,1004852,2011-06-30,2011-10-13,59714
1,1003020,2012-05-17,2012-08-24,39440
2,1004072,2012-04-18,2012-10-17,94577
3,1000107,2012-05-05,2012-10-06,52227
4,1004268,2012-04-28,2012-10-31,83617
5,1006135,2012-08-02,2012-09-27,89316
6,1006688,2012-06-30,2012-09-01,66030
7,1005993,2012-05-25,2012-08-31,11932
8,1002312,2012-06-02,2012-10-13,80211
9,1001166,2011-06-25,2011-09-24,55115
10,1005169,2012-11-15,2012-12-23,55405
11,1002630,2012-06-06,2012-08-15,74135
12,1005607,2012-06-20,2012-09-02,12022
13,1001829,2012-06-05,2012-10-30,12472
14,1005772,2011-05-07,2011-10-15,97381
15,1002313,2012-05-20,2012-10-28,80210
16,1002928,2012-01-12,2012-03-30,18015
17,1004679,2012-06-20,2012-09-12,60555
18,1000789,2012-07-12,2012-10-25,26062
19,1000788,2012-07-09,2012-10-29,26062
